0,1,1.16666666666667,44.1,6.03138380990463
0.25,1,1.2,44.8,0.402344808373806
0.5,1,1.2,44.9,0.403915442739207
0.75,1,1.2,44.7,0.403490070026532
1,1,1.2,44.3333333333333,0.404103654974856
2,1,1.16666666666667,45.0666666666667,0.404201285160629
3,1,1.2,45.4333333333333,0.403438822543265
4,1,1.2,44.3666666666667,0.40302398733513
5,1,1.23333333333333,43.3333333333333,0.404456791780151
6,1,1.2,44.3666666666667,0.403095419102891
7,1,1.2,45.0333333333333,0.402094846624394
8,1,1.2,44.4,0.403594857169065
